symbol,horizon,rows,hit_rate_%,mae_%,rmse_%,mean_pred_%,mean_real_%,pearson_r,wilson_low,wilson_high,stability_qtr_std,start_date,end_date
JUSTDIAL,3d,330,56.838905775075986,2.8150843893306647,3.7996256204519776,0.12718970703512927,0.05481246635762421,0.3016400696803283,0.5143822652376362,0.6208171809854321,0.762118044966766,2021-12-27,2025-12-17
JWL,3d,330,65.4434250764526,4.241778082176202,5.634356882756485,0.5042874202485798,0.7926093167536239,0.45491515288429973,0.6013654967163027,0.7039165476215314,1.4273512926441283,2021-12-27,2025-12-17
JYOTHYLAB,3d,330,56.707317073170735,2.458455003048731,3.3784152374821312,0.31270397858791654,0.2882234432132672,0.4244505602047431,0.5129799593505351,0.6196134225521557,0.9273413224504121,2021-12-27,2025-12-17
JYOTICNC,3d,160,66.875,3.9334235279940635,5.546425126254268,0.26137930609930715,0.6699698843779693,0.42345355441270915,0.5926148979709174,0.7369717271596965,1.7619761229360533,2024-01-16,2025-12-17
JYOTISTRUC,3d,330,67.6829268292683,4.911625794158403,6.181842147294905,0.8966255302611577,0.11739584200808946,0.5157244741954582,0.6244199150472057,0.725144455423525,1.8500363568206146,2021-12-27,2025-12-17
KABRAEXTRU,3d,330,63.333333333333336,3.6669327381618158,4.985525617574804,0.2286668781923179,-0.06126535256235073,0.33357912835255116,0.5800825546765952,0.683515510992872,1.5546969544854061,2021-12-27,2025-12-17
KAJARIACER,3d,330,61.81818181818182,2.3319970690803347,3.224912488877948,0.192759603466258,0.017989252392771927,0.3654211942169191,0.5646879871088082,0.6689557529164014,1.3809205589560178,2021-12-27,2025-12-17
KAKATCEM,3d,330,63.03030303030303,2.672312778974755,3.561640171894297,0.5018037349192203,-0.07476272879952524,0.38012798434358835,0.5769993393615136,0.680607861179102,1.7274920047690498,2021-12-27,2025-12-17
KALAMANDIR,3d,185,66.84782608695652,3.4652279792219938,4.495816571615572,0.10401705710381154,-0.11991275085957542,0.44256912669427906,0.5976221123179122,0.7324432193232151,0.9975741031880557,2023-09-27,2025-12-17
KALPATARU,3d,40,65.0,2.6919438614911813,3.6787225971645503,0.24746189372884153,-0.572117917679802,0.26835975573578774,0.4950559699353739,0.7786566682895086,0.06860760415448174,2025-07-01,2025-12-18
KALYANIFRG,3d,330,55.75757575757576,3.531223451041875,5.020348891451287,0.5307190678710454,0.5267618155085647,0.34730156616498875,0.5036299547822446,0.6101964826659344,1.3475351441222798,2021-12-27,2025-12-18
KALYANKJIL,3d,330,57.57575757575758,3.351333313889231,4.464018131740995,0.44781153152698144,0.7117059425497614,0.34786117998439536,0.5218619435028359,0.6279096847184523,1.402954861335314,2021-12-27,2025-12-17
KAMATHOTEL,3d,330,62.42424242424242,3.9782625571830716,5.31727999448262,0.5831285448732496,0.6641866127111758,0.48472766303002324,0.57083938229615,0.6747860879867625,1.2685999817686424,2021-12-27,2025-12-17
KAMDHENU,3d,330,58.71559633027523,3.862503745240944,5.568066372414331,0.5608721081627718,0.23247029867548352,0.48547364166372853,0.5330805815092797,0.639207304899201,1.675355217995381,2021-12-27,2025-12-17
KAMOPAINTS,3d,241,69.16666666666667,4.505497279953941,6.387859425036121,0.34499975084746687,-0.18277711588237544,0.48531134459237985,0.6306041253717761,0.7466899868715818,1.4919260076488317,2023-01-24,2025-12-19
KANANIIND,3d,330,64.50511945392492,4.0333874218123995,5.786951390204081,0.4854412393244745,-0.24592939960531918,0.46817497222124804,0.5887072192061116,0.6976407859252447,3.36650124911513,2021-12-27,2025-12-17
KANORICHEM,3d,330,65.85365853658537,3.2300413554476854,4.567620351348025,0.3287696549316381,-0.06267585586067566,0.4981603946575607,0.6056468320470645,0.7077557069956595,1.3959326964988983,2021-12-27,2025-12-17
KANPRPLA,3d,330,60.97560975609756,3.25197204629804,4.727237495183242,0.540345913447882,0.24598767617347528,0.38972822993735584,0.555984923962527,0.6609860646055128,1.082479916430395,2021-12-27,2025-12-17
